window,contributor_id,degree,weighted_degree,betweenness,name
1920-1921,411031,11,11,1e-05,Rita Nugent
1920-1921,411032,11,11,1e-05,W S Percy
1920-1921,527006,7,7,0.0,Evelyn Johnson
1920-1921,516279,13,13,0.040869,John Faulkner
1920-1921,527016,7,7,0.0,Robert MacKinnon
1920-1921,257098,23,23,0.015365,Tal Ordell
1920-1921,505670,16,16,0.0,Ada Clyde
1920-1921,527112,16,16,0.0,Ada St Claire
1920-1921,527114,16,16,0.0,Anne Parsons
1920-1921,473388,22,22,0.027235,Billy Williams
1920-1921,527008,16,16,0.0,Charlotte Beaumont
1920-1921,526947,16,16,0.0,Clyde Marsh
1920-1921,527109,16,16,0.0,Dick Varley
1920-1921,527107,16,16,0.0,Ernest T Hearne
1920-1921,253635,16,16,0.0,Gilbert Emery
1920-1921,464772,16,16,0.0,Harry Halley
1920-1921,499968,16,16,0.0,J P O'Neill
1920-1921,488600,16,16,0.0,Lottie Lyell
1920-1921,527106,16,16,0.0,Louis Fors
1920-1921,487869,16,16,0.0,May Renno
1920-1921,450011,16,16,0.0,Meadow Peel
1920-1921,526954,16,16,0.0,William Coulter
1920-1921,527119,1,1,0.0,Nellie Regan
1920-1921,527147,14,14,0.0,Albert Germain
1920-1921,527137,14,14,0.0,Anthony Aroney
1920-1921,527154,14,14,0.0,Dorothy Shepherd
1920-1921,527136,14,14,0.0,Elsa Granger
1920-1921,527138,14,14,0.0,Fred Oppey
1920-1921,527152,14,14,0.0,Kathleen Ramster
1920-1921,527145,14,14,0.0,Louis Witts
1920-1921,527143,14,14,0.0,Lydia Rich
1920-1921,527139,14,14,0.0,Maude de Grange
1920-1921,449608,14,14,0.0,Nancy Simpson
1920-1921,527150,14,14,0.0,Phillip Raftus
1920-1921,527148,14,14,0.0,S P Woodford
1920-1921,527141,14,14,0.0,William Shepherd
1920-1921,527153,14,14,0.0,Winifred Law
1920-1921,513701,5,5,0.0,Lily Rochefort
1920-1921,527158,5,5,0.0,Lotus Thompson
1920-1921,240231,5,5,0.0,Nada Conrad
1920-1921,258761,5,5,0.0,Roland Conway
1920-1921,527093,5,5,0.0,Vera James
1920-1921,527161,6,6,0.0,Marjorie Osborne
1920-1921,511616,6,6,0.0,Sir Redmond Barry
1920-1921,544833,14,14,0.000231,Cameron Clemens
1920-1921,544835,14,14,0.000231,John Waller
1920-1921,400659,14,14,0.000231,Mattee Brown
1920-1921,544836,14,14,0.000231,Rodney Gaynford
1921-1922,509806,28,28,0.130794,Alma Rock-Phillips
1921-1922,230931,21,21,0.011585,Arthur Cornell
1921-1922,252809,26,27,0.013211,Cecil Spong
1921-1922,259147,52,52,0.197413,Ethel Morrison
1921-1922,252800,27,39,0.005719,Frederick Esmelton
1921-1922,401379,41,52,0.022314,John Bedouin
1921-1922,238625,33,45,0.020528,John D O'Hara
1921-1922,230969,27,33,0.006902,John Fernside
1921-1922,538166,19,19,1.8e-05,Lillian McKenney
1921-1922,252802,27,39,0.005719,Lizette Parkes
1921-1922,538165,19,19,1.8e-05,Margaret Maclyn
1921-1922,252803,27,39,0.005719,Margaret Sutcliffe
1921-1922,537012,19,19,1.8e-05,Mattie Browne
1921-1922,461176,19,19,1.8e-05,Mr H H Wallace
1921-1922,412149,27,33,0.006902,Mr J B Atholwood
1921-1922,523283,19,19,1.8e-05,Mr J Rosier
1921-1922,252801,27,39,0.005719,Robert Toms
1921-1922,529360,19,19,1.8e-05,Rodway Gainsford
1921-1922,533642,30,35,0.009838,Sidney Sterling
1921-1922,533839,19,19,1.8e-05,Thomas Lloyd
1921-1922,401077,14,15,0.000631,Beryl Bryant
1921-1922,530285,21,31,0.001406,Doris Duane
1921-1922,236698,28,42,0.004178,Emma Temple
1921-1922,237985,30,37,0.036428,George Blunt
1921-1922,492092,9,9,0.000279,Gwen Burroughs
1921-1922,252804,17,28,0.000538,Joseph Coyne
1921-1922,253365,41,73,0.018915,Lance Lister
1921-1922,530644,9,9,0.000279,Lucie Carter
1921-1922,253363,18,25,0.004542,Marjorie Bennett
1921-1922,545033,17,25,0.000538,Rubi Trelease
1921-1922,259156,8,8,0.000247,Frank Harcourt
1921-1922,252810,8,8,0.000247,Majorie Bennett
1921-1922,233260,25,29,0.006654,Marie La Varre
1921-1922,237017,27,37,0.016586,George Gee
1921-1922,245886,23,29,0.008526,Hugh Steyne
1921-1922,225010,18,21,0.008697,Lou Vernon
1921-1922,245887,15,18,0.0,Muriel Cathcart
1921-1922,401066,11,11,0.00012,Charles White
1921-1922,252813,25,31,0.010027,Dorothy Seacombe
1921-1922,401274,19,19,0.011103,Frank Hawthorne
1921-1922,400900,23,26,0.009345,H R Roberts
1921-1922,535149,11,11,0.00012,Harry Paulton (Junior)
1921-1922,545153,11,11,0.00012,Henry W Carlton
1921-1922,253410,28,28,0.063068,John de Lacey
1921-1922,545152,11,11,0.00012,Joyce Hunt
1921-1922,259474,26,39,0.005832,Maude Hanaford
1921-1922,451732,19,19,0.004345,Reginald Long
1921-1922,249809,11,11,0.00012,William Kelly
1921-1922,535163,15,15,2.1e-05,Allan Priora
1921-1922,245946,23,26,0.009596,Archie Thompson
1921-1922,491854,15,15,2.1e-05,Arthur Martin
1921-1922,240222,15,15,2.1e-05,Claude Fleming
1921-1922,239022,38,38,0.079906,Edith Drayson
1921-1922,237934,15,15,2.1e-05,Jack Dunne
1921-1922,402123,17,17,0.001813,Kitty Reidy
1921-1922,259461,39,59,0.039366,Nellie Payne
1921-1922,259470,15,15,2.1e-05,Ralph Errolle
1921-1922,227154,23,26,0.009596,Rene Maxwell
1921-1922,457367,15,15,2.1e-05,William Archer
1921-1922,235456,23,23,0.0,Arthur Styan
1921-1922,402040,23,23,0.0,Bertha Miller
1921-1922,402024,50,50,0.050365,Charles H Workman
1921-1922,245888,23,23,0.0,David Loffman
1921-1922,401248,23,23,0.0,Eily  Malyon
1921-1922,402016,23,23,0.0,Ethel Keys
1921-1922,402044,23,23,0.0,Frank Charlton
1921-1922,402019,23,23,0.0,Frederick Mackay
1921-1922,402026,23,23,0.0,George Graystone
1921-1922,403849,23,23,0.0,George Villiers Arnold
1921-1922,241290,23,23,0.0,Gerald Kay Souper
1921-1922,233167,23,23,0.0,Gregory Stroud
1921-1922,402043,23,23,0.0,Ida Griffin
1921-1922,259338,28,28,0.014884,Jessie Page
1921-1922,245892,23,23,0.0,Lawrence Hardinge
1921-1922,257015,23,23,0.0,Lottie Sargent
1921-1922,402039,23,23,0.0,Louie Pounds
1921-1922,402041,23,23,0.0,Mabel Abadee
1921-1922,238626,23,23,0.0,Maggie Moore
1921-1922,514924,23,23,0.0,Myrtle Green
1921-1922,236748,23,23,0.0,Sidney Burchall
1921-1922,259330,23,23,0.0,Vera Pearce
1921-1922,402038,23,23,0.0,Vincent  White
1921-1922,545215,23,23,0.0,William Haines
1921-1922,252812,14,20,0.0,Jules Jordan
1921-1922,452456,23,45,0.002904,Arthur Stigant
1921-1922,259331,23,45,0.002904,Edmund Sherras
1921-1922,229031,36,60,0.025861,Gladys Moncrieff
1921-1922,232713,5,5,6e-05,Hazel Meldrum
1921-1922,257881,5,5,6e-05,Roy Redgrave
1921-1922,259353,11,11,0.012076,Eileen Cottey
1921-1922,259459,21,23,0.030273,Gracie Lavers
1921-1922,253381,3,3,0.0,Jack Cannot
1921-1922,400965,3,3,0.0,Jennie  Hartley
1921-1922,400654,1,3,0.0,Marie Tempest
1921-1922,400653,1,3,0.0,W Graham Browne
1921-1922,238775,30,59,0.001944,Alfred Frith
1921-1922,402130,11,22,0.0,Beryl Anderson
1921-1922,259148,49,99,0.013264,Cecile Bradley
1921-1922,233027,36,70,0.005847,Cyril Ritchard
1921-1922,235609,13,29,6e-06,Dorothy Brunton
1921-1922,411030,18,35,0.000126,Dorothy Purdell
1921-1922,230701,36,70,0.005847,Field Fisher
1921-1922,238771,11,22,0.0,Harry Burcher
1921-1922,411205,22,39,0.000183,Lucy Greenhill
1921-1922,233026,28,52,0.001493,Madge Elliott
1921-1922,240236,29,50,0.001661,Millie Engler
1921-1922,248678,25,47,0.035133,William Greene
1921-1922,259475,20,42,0.0,Mione Stewart
1921-1922,259161,5,7,0.002042,Blanche Browne
1921-1922,259460,4,4,3.5e-05,Chester Clute
1921-1922,226770,5,7,0.002042,Claude Flemming
1921-1922,502531,13,22,5e-06,Audrey Worth
1921-1922,236142,12,12,0.001497,Beatrice Esmond
1921-1922,253669,13,22,5e-06,Cyril Mackay
1921-1922,228166,21,34,0.003196,Frank Harvey
1921-1922,400320,12,12,0.001497,Harry Roberts
1921-1922,253393,13,22,5e-06,Herbert Leigh
1921-1922,236699,24,36,0.00458,Kenneth Brampton
1921-1922,401081,13,22,5e-06,Mrs Robert Brough
1921-1922,545249,8,8,0.000137,Arthur Denton
1921-1922,404843,18,18,0.005825,Frances Ross
1921-1922,253366,15,19,0.008143,Clarice Hardwicke
1921-1922,230923,6,6,5.2e-05,Roger Barry
1921-1922,235036,3,3,0.0,Anew McMaster
1921-1922,400908,7,7,0.008698,Doris  Kendal
1921-1922,401071,3,3,0.0,Isobel Brosnan
1921-1922,401072,3,3,0.0,Madge Herrick
1921-1922,238380,27,31,0.009398,Cecil Kellaway
1921-1922,401076,11,11,5e-06,A H  Majilton
1921-1922,259468,11,11,5e-06,Ivy Shilling
1921-1922,259466,11,11,5e-06,Jamieson Dodds
1921-1922,539867,11,11,5e-06,Melbourne Ward
1921-1922,545127,11,11,5e-06,Moya Chance
1921-1922,245895,11,11,5e-06,William Valentine
1921-1922,401940,8,9,6.1e-05,Gerald  Carr
1921-1922,237931,20,23,0.000703,Gregan McMahon
1921-1922,228080,4,4,3e-06,Liz Pearse
1921-1922,246875,4,4,3e-06,Ruth Bedford
1921-1922,401941,16,18,0.000419,Winchester  Ford
1921-1922,227361,3,3,0.0,Dame Doris Fitton DBE
1921-1922,401944,11,11,0.000151,Eleanor  Ross
1921-1922,401943,3,3,0.0,Farrington  Jay
1921-1922,228055,19,20,0.000621,Erna Living
1921-1922,401961,5,5,1e-06,Evelyn  Marsh
1921-1922,401963,5,5,1e-06,Rita  Kirkpatrick
1921-1922,402011,5,5,1e-06,Victor  Troughton
1921-1922,401946,3,3,0.0,George Payten
1921-1922,401949,3,3,0.0,J McAneny
1921-1922,401950,12,12,0.000319,Kenneth Webb
1921-1922,401952,11,11,0.000189,Mr F H Day
1921-1922,401600,27,68,0.003935,Albert Kavanagh
1921-1922,253384,37,65,0.00991,Bryl Walkely
1921-1922,449487,39,70,0.011465,Charles Mettam
1921-1922,253370,31,80,0.026417,Charles Walenn
1921-1922,411000,39,70,0.011465,Fred England
1921-1922,449515,28,85,0.00297,Frederick Hobbs
1921-1922,449616,39,83,0.009406,Grace Crotty
1921-1922,246239,35,54,0.009635,Jack Kinson
1921-1922,259611,28,82,0.00297,James Hay
1921-1922,238359,53,112,0.031442,John Ralston
1921-1922,544840,13,13,0.000742,Olga Lyons
1921-1922,449494,39,78,0.011825,Patti Russell
1921-1922,236008,17,27,0.003482,Strella Wilson
1921-1922,406754,11,11,0.00109,Clyde Meynell
1921-1922,410995,17,25,3.9e-05,Jessie Caffyn
1921-1922,248710,38,89,0.000184,Molly Tyrell
1921-1922,449488,21,45,4.3e-05,Thelma Carter
1921-1922,402031,11,11,0.000141,Ada Lovegrove
1921-1922,228045,14,15,0.000149,Albert Collins
1921-1922,402042,17,17,0.000257,Beatrice  MacDonald
1921-1922,477619,8,8,2e-06,Cecil Kidson
1921-1922,477618,8,8,2e-06,Gladys Canning
1921-1922,402164,8,8,2e-06,Ida Gough
1921-1922,501523,4,4,0.0,Ada Cerito
1921-1922,227150,4,4,0.0,Charles Zoli
1921-1922,502258,4,4,0.0,Donald Stewart
1921-1922,400662,16,16,0.018626,Gerald Harcourt
1921-1922,502260,4,4,0.0,Keith Desmond
1921-1922,452512,0,0,0.0,Harrington Reynolds
1921-1922,484038,7,14,0.0,Aileen Hunter
1921-1922,470908,7,14,0.0,Dorothy Dickson
1921-1922,452983,7,14,0.0,Elinor Wray
1921-1922,484041,7,14,0.0,Ellenor Cochrane
1921-1922,238285,7,14,0.0,Grace Stafford
1921-1922,484039,7,14,0.0,James Brunton-Gibb
1921-1922,484037,7,14,0.0,Jessie Storey
1921-1922,228849,7,14,0.0,May Hollinworth
1921-1922,235455,12,84,0.0,Allan Wilkie
1921-1922,515335,12,84,0.0,Arthur Goodsall
1921-1922,515334,12,84,0.0,Edith Winter
1921-1922,253646,12,84,0.0,Felix Bland
1921-1922,235473,12,84,0.0,Frediswyde Hunter-Watts
1921-1922,226109,26,98,0.034025,Jack Lennon
1921-1922,442390,12,84,0.0,Jessica Dale
1921-1922,233375,12,84,0.0,Lorna Forbes
1921-1922,438664,12,84,0.0,Mona Duval
1921-1922,438643,12,84,0.0,Mr J Plumpton Wilson
1921-1922,251134,12,84,0.0,Phyllis Scully
1921-1922,253654,12,84,0.0,Robert Purdie
1921-1922,254033,12,84,0.0,Vincent Scully
1921-1922,240226,17,34,7e-06,Beryl Walkley
1921-1922,449518,17,34,7e-06,Cissie Vaughan
1921-1922,447001,32,41,0.002699,Gladys Baker
1921-1922,449490,37,57,0.000373,Tom Minogue
1921-1922,461223,5,10,0.0,Kitty Howard
1921-1922,449501,5,10,0.0,Vera Bedford
1921-1922,460839,10,10,0.0,Albert le Fre
1921-1922,460838,10,10,0.0,Beatrice Allen
1921-1922,238802,10,10,0.0,Charles Howard
1921-1922,238393,10,10,0.0,Edwin Brett
1921-1922,449816,10,10,0.0,Emmeline Orford
1921-1922,253400,10,10,0.0,Hector St Clair
1921-1922,403125,10,10,0.0,Helen Temple
1921-1922,401655,10,10,0.0,Maggie Dickinson
1921-1922,407391,10,10,0.0,Maurice Dudley
1921-1922,236795,17,17,0.020095,Nellie Barnes
1921-1922,451615,16,16,0.0,Adeline Taylor
1921-1922,258732,16,16,0.0,Frederick Ward
1921-1922,520229,16,16,0.0,Gerald H Robinson
1921-1922,520259,16,16,0.0,K Barnard
1921-1922,483802,16,16,0.0,Leila Keating
1921-1922,483800,30,35,0.000975,Lelia Coppola
1921-1922,520204,16,16,0.0,Mr K Hunter
1921-1922,520231,16,16,0.0,Mr N S Pickering
1921-1922,402078,16,16,0.0,Mr Ralph  A Shiress
1921-1922,520255,16,16,0.0,Phyllis M Davey
1921-1922,483782,16,16,0.0,Phyllis McEwan
1921-1922,520248,16,16,0.0,Phyllis Taylor
1921-1922,520258,16,16,0.0,R D Fitzgerald
1921-1922,442650,16,16,0.0,Tom Inglis Moore
1921-1922,520256,16,16,0.0,Una Syms
1921-1922,520233,16,16,0.0,W V Connor
1921-1922,483804,22,23,0.000533,Wynne Watkins
1921-1922,545510,8,8,0.0,Gela Hardie
1921-1922,489580,8,8,0.0,Harry Avondale
1921-1922,247631,8,8,0.0,Ida Newton
1921-1922,545508,8,8,0.0,Irene Esler
1921-1922,235611,8,8,0.0,Joe Brennan
1921-1922,545509,8,8,0.0,Joice Davies
1921-1922,405858,8,8,0.0,Maurice Jaffey
1921-1922,545544,8,8,0.0,Norma Carlton
1921-1922,483580,8,8,0.0,Robert Roberts
1921-1922,449291,9,10,5.6e-05,Vera Remee
1921-1922,235467,1,2,0.0,Walter Hunt
1921-1922,226110,14,14,0.0,Alfred Harford
1921-1922,226111,27,27,0.031387,Alfreda Bevan
1921-1922,226102,14,14,0.0,Arthur Bertram
1921-1922,225910,14,14,0.0,Bert Bailey
1921-1922,226104,18,18,0.064347,Edmund Duggan
1921-1922,226101,14,14,0.0,Fred McDonald
1921-1922,226107,14,14,0.0,George Kensington
1921-1922,226108,14,14,0.0,George Treloar
1921-1922,226103,14,14,0.0,Guy Hastings
1921-1922,226112,14,14,0.0,Laura Roberts
1921-1922,226114,14,14,0.0,Lilias Adeson
1921-1922,226115,14,14,0.0,Mary Marlowe
1921-1922,226113,14,14,0.0,Queenie Sefton
1921-1922,226106,14,14,0.0,Willie Driscoll
1921-1922,253849,3,3,0.0,Dame Judith Anderson
1921-1922,236376,3,3,0.0,Leon Gordon
1921-1922,401370,3,3,0.0,Olga  Lee
1921-1922,238588,3,3,0.0,Wallis Clark
1921-1922,259316,14,14,0.002913,Florence Young
1921-1922,524980,1,1,0.0,Theodore Leonard
1921-1922,449295,8,8,0.0,Daphne Bearn
1921-1922,254005,8,8,0.0,George Cross
1921-1922,449290,8,8,0.0,Herbert Linden
1921-1922,232963,8,8,0.0,Ida Gresham
1921-1922,253636,8,8,0.0,Jack Kirby
1921-1922,449294,8,8,0.0,Olga Smith
1921-1922,449292,8,8,0.0,Oriel Hotson
1921-1922,231773,8,8,0.0,Ward Lyons
1921-1922,253627,3,3,0.0,Betty MacMillan
1921-1922,253412,3,3,0.0,Cecil Brooking
1921-1922,253626,3,3,0.0,Gerald Henson
1921-1922,253625,3,3,0.0,Sara Allgood
1921-1922,238604,6,6,0.0,Eileen Sparkes
1921-1922,226704,6,6,0.0,Harvey Adams
1921-1922,226746,6,6,0.0,Leslie Victor
1921-1922,238387,6,6,0.0,Lorna Helms
1921-1922,237950,6,6,0.0,Mary MacGregor
1921-1922,259486,32,53,0.004749,Flossie Lusk
1921-1922,407442,13,13,0.000361,Fred Maguire
1921-1922,407292,13,13,0.000361,George Willoughby
1921-1922,259521,25,30,0.007171,Harry Wotton
1921-1922,401602,22,24,0.013689,Jack Hooker
1921-1922,414530,13,13,0.000361,Maud Beatty
1921-1922,411035,11,11,9e-06,Ella Nugent
1921-1922,238777,11,11,9e-06,Floie Allan
1921-1922,411033,11,11,9e-06,Harry Hotton
1921-1922,253359,24,28,0.002043,Maud Fane
1921-1922,411034,11,11,9e-06,Ralph Harker
1921-1922,411031,11,11,9e-06,Rita Nugent
1921-1922,411032,16,16,0.014433,W S Percy
1921-1922,526984,7,7,0.000167,Brownie Vernon
1921-1922,527006,7,7,0.000167,Evelyn Johnson
1921-1922,413950,30,33,0.009157,John Cosgrove
1921-1922,516279,13,13,0.02415,John Faulkner
1921-1922,478146,7,7,0.000167,Raymond Lawrence
1921-1922,527016,30,32,0.044338,Robert MacKinnon
1921-1922,257098,48,52,0.052083,Tal Ordell
1921-1922,505670,16,16,9.5e-05,Ada Clyde
1921-1922,527112,16,16,9.5e-05,Ada St Claire
1921-1922,527114,16,16,9.5e-05,Anne Parsons
1921-1922,473388,22,22,0.025693,Billy Williams
1921-1922,527008,16,16,9.5e-05,Charlotte Beaumont
1921-1922,526947,16,16,9.5e-05,Clyde Marsh
1921-1922,527109,16,16,9.5e-05,Dick Varley
1921-1922,527107,30,32,0.00138,Ernest T Hearne
1921-1922,253635,32,35,0.049229,Gilbert Emery
1921-1922,464772,16,16,9.5e-05,Harry Halley
1921-1922,499968,44,49,0.013305,J P O'Neill
1921-1922,488600,16,16,9.5e-05,Lottie Lyell
1921-1922,527106,16,16,9.5e-05,Louis Fors
1921-1922,487869,16,16,9.5e-05,May Renno
1921-1922,450011,16,16,9.5e-05,Meadow Peel
1921-1922,526954,16,16,9.5e-05,William Coulter
1921-1922,527119,1,1,0.0,Nellie Regan
1921-1922,527147,14,14,1e-06,Albert Germain
1921-1922,527137,14,14,1e-06,Anthony Aroney
1921-1922,513664,27,28,0.031464,David Edelsten
1921-1922,527154,14,14,1e-06,Dorothy Shepherd
1921-1922,527136,22,23,0.017521,Elsa Granger
1921-1922,527138,14,14,1e-06,Fred Oppey
1921-1922,527152,14,14,1e-06,Kathleen Ramster
1921-1922,527145,14,14,1e-06,Louis Witts
1921-1922,527143,14,14,1e-06,Lydia Rich
1921-1922,527139,14,14,1e-06,Maude de Grange
1921-1922,449608,14,14,1e-06,Nancy Simpson
1921-1922,527150,14,14,1e-06,Phillip Raftus
1921-1922,527148,14,14,1e-06,S P Woodford
1921-1922,527141,14,14,1e-06,William Shepherd
1921-1922,527153,14,14,1e-06,Winifred Law
1921-1922,513701,5,5,0.0,Lily Rochefort
1921-1922,527158,5,5,0.0,Lotus Thompson
1921-1922,240231,21,21,0.005024,Nada Conrad
1921-1922,258761,5,5,0.0,Roland Conway
1921-1922,527093,5,5,0.0,Vera James
1921-1922,527004,6,6,0.0,Bernice Vere
1921-1922,527161,6,6,0.0,Marjorie Osborne
1921-1922,511616,6,6,0.0,Sir Redmond Barry
1921-1922,235465,6,6,0.0,Vivian Edwards
1921-1922,544833,14,14,6.5e-05,Cameron Clemens
1921-1922,401277,14,14,6.5e-05,E Pirie Bush
1921-1922,237989,19,19,0.016652,Edwin Lester
1921-1922,544835,14,14,6.5e-05,John Waller
1921-1922,400659,18,18,0.059715,Mattee Brown
1921-1922,544836,14,14,6.5e-05,Rodney Gaynford
1921-1922,413005,7,7,0.00154,Edward Nable
1921-1922,447051,7,7,0.00154,Hettie Hartley
1921-1922,238776,17,17,6.9e-05,Addie Scott
1921-1922,411042,17,17,6.9e-05,Beryl Ferguson
1921-1922,238622,21,25,0.005794,Dan Agar
1921-1922,411204,17,17,6.9e-05,Eve Gray
1921-1922,411199,17,17,6.9e-05,Mardie Andrews
1921-1922,400909,21,21,0.026983,Paul Plunket
1921-1922,411200,17,17,6.9e-05,Percy Claridge
1921-1922,259817,17,17,6.9e-05,Winnie Tate
1921-1922,253362,5,5,9e-06,Phillips Tead
1921-1922,462368,0,0,0.0,Maire O'Neill 
1921-1922,400964,8,11,0.0,Elizabeth Dunne
1921-1922,233238,10,14,0.000239,Mayne Lynton
1921-1922,259359,10,14,0.000239,Rupert Lumley
1921-1922,253371,5,5,0.0,Arthur Glynn
1921-1922,253372,5,5,0.0,Fifi Russell
1921-1922,253373,5,5,0.0,Gracie Dorran
1921-1922,257102,13,13,0.0,Alice Walton
1921-1922,257093,13,13,0.0,Arthur Shirley
1921-1922,257086,13,13,0.0,Barney Egan
1921-1922,235457,13,13,0.0,Edward Landor
1921-1922,257103,13,13,0.0,Eileen Alexander
1921-1922,234669,13,13,0.0,Fred Brown
1921-1922,257100,13,13,0.0,Herbert C Walton
1921-1922,257101,13,13,0.0,Iza Crossley
1921-1922,257094,13,13,0.0,Jack Souter
1921-1922,256907,13,13,0.0,Leslie Gordon
1921-1922,257099,13,13,0.0,Stella Payter
1921-1922,254010,13,13,0.0,Walter Cornock
1921-1922,400914,3,3,0.0,Beverly Sitgreaves
1921-1922,400913,3,3,0.0,Fanny  Hatton
1921-1922,237969,3,3,0.0,Louis Bennison
1921-1922,259336,11,13,0.006383,Cecil Humphreys
1921-1922,259335,5,5,2e-06,Gladys Mason
1921-1922,248707,5,5,2e-06,Mason Wood
1921-1922,227255,11,13,0.006383,Oscar Asche
1921-1922,259337,11,13,0.006383,Wensley Russell
1921-1922,235490,7,8,0.016669,Ashton Jarry
1921-1922,535604,4,4,1e-06,Diana Wilson
1921-1922,259341,7,8,0.016669,Lawrence Grossmith
1921-1922,411437,4,8,0.0,Kathlyn Hilliard
1921-1922,259357,4,8,0.0,Sheila Gale
1921-1922,238780,5,6,2.5e-05,Emélie Polini
1921-1922,259349,8,8,2e-06,Dorothy C Maude
1921-1922,259352,8,8,2e-06,Gerald Cashman
1921-1922,259348,8,8,2e-06,Richard Hatteras
1921-1922,407397,8,8,2e-06,William Passmore
1921-1922,237951,4,4,1e-06,Mildred Cottell
1921-1922,400910,3,3,9.2e-05,Mira Kenham
1921-1922,236711,2,2,0.0,Gus Bluett
1921-1922,402020,5,7,7.6e-05,Ellis  Troughton
1921-1922,402023,14,16,0.000486,H S Herbert
1921-1922,402022,5,7,7.6e-05,Mrs Cam Marina
1921-1922,401915,17,20,0.000511,S R Irving
1921-1922,402025,5,7,7.6e-05,Vincent  Doyle
1921-1922,402028,3,3,5e-06,Eric  Howell
1921-1922,402029,11,12,8.6e-05,Beatrice Tildesley
1921-1922,402030,3,3,1e-06,W Anning
1921-1922,402035,7,7,5e-06,Eva  Braby
1921-1922,402032,14,16,8.5e-05,Leslie  Mansfield
1921-1922,402034,7,7,5e-06,Reginald  Suttor
1921-1922,402033,7,7,5e-06,Sally Law
1921-1922,402045,9,9,7e-06,H Haggard
1921-1922,402046,9,9,7e-06,Mrs Eustace  Holroyd
1921-1922,502723,2,2,0.0,Doris Gilham
1921-1922,479955,4,4,0.005812,George Carney
1921-1922,502726,2,2,0.0,Malcolm Scott
1921-1922,405849,2,2,0.0,Bert Gilbert
1921-1922,503613,5,5,0.0,Abbott
1921-1922,230745,5,5,0.0,Dolly Harmer
1921-1922,473307,5,5,0.0,Leo Stirling
1921-1922,503611,5,5,0.0,Louis J Seymour
1921-1922,502731,5,5,0.0,Tom Blacklock
1921-1922,480361,5,5,0.0,Wee Georgie Wood
1921-1922,503615,7,7,0.0,Adele Inman
1921-1922,479737,7,7,0.0,Billy Maloney
1921-1922,248335,7,7,0.0,Dulcie Hall
1921-1922,503616,7,7,0.0,Gene Gerrard
1921-1922,503619,7,7,0.0,Horace Jones
1921-1922,503614,7,7,0.0,Laurence Harding
1921-1922,503618,7,7,0.0,Stanley Fields
1921-1922,491567,8,8,5.2e-05,Elsie Parkes
1921-1922,411039,8,8,5.2e-05,John Roland Hogue
1921-1922,238394,8,8,5.2e-05,Sidney Stirling
1921-1922,520238,15,19,3.7e-05,Archie Boyle
1921-1922,520262,12,12,6e-06,Broughton Barry
1921-1922,520265,15,19,3.7e-05,Ian Vallentine
1921-1922,520260,12,12,6e-06,J L Street
1921-1922,520261,15,19,3.7e-05,Jack Cuneo
1921-1922,228555,12,12,6e-06,John Vincent Gould
1921-1922,483805,12,12,6e-06,Miss Gertrude Grogan
1921-1922,520228,12,12,6e-06,Mr Geoffrey Rex
1921-1922,520217,12,12,6e-06,Mr Rupert Markham 
1921-1922,520243,15,19,3.7e-05,Sheila McLeod
1921-1922,411236,12,12,6e-06,"The Honourable Clive Evatt, KC"
1921-1922,520263,12,12,6e-06,W H  Mathieson
1921-1922,414236,35,43,0.003041,Charles Bradley
1921-1922,449603,35,43,0.003041,Ernest Flaxman
1921-1922,449516,35,43,0.003041,Stanley Allen
1921-1922,448264,16,16,0.001604,William Neilson
1921-1922,449602,35,43,0.003041,William Verken
1921-1922,248711,27,27,0.00013,Adele Crane
1921-1922,522107,27,27,0.00013,B Kelly
1921-1922,452856,27,27,0.00013,Dallas Murton
1921-1922,473402,27,27,0.00013,Eileen Dunne
1921-1922,522105,27,27,0.00013,Elsie Farrell
1921-1922,453614,27,27,0.00013,Gordon Ramsay
1921-1922,405668,27,27,0.00013,Harold Williams
1921-1922,450041,27,27,0.00013,Howett Worster
1921-1922,449499,27,27,0.00013,Isla Gamble
1921-1922,522102,27,27,0.00013,Keith Kenneth
1921-1922,522103,27,27,0.00013,Rua Butler
1921-1922,253382,27,27,0.00013,Victor Prince
