contributor_id,contributor_name,first_year,last_year,total_events,roles,career_span
549351,Grace Glover,1925,1925,1,Actor,0
549352,Isa Crossley,1925,1925,1,Actor,0
506041,Sadie MacDonald,1925,1925,1,Actor,0
549353,Isa Millett,1925,1925,1,Actor,0
238592,Scott Alexander,1925,1938,11,"Actor, Director, Producer",13
235800,George Hewlett,1925,1942,6,Actor,17
407305,Miss Vera St John,1925,1932,3,Actor,7
506999,Mollie Kerwin,1925,1925,1,Actor,0
506998,Arthur Giles,1925,1925,1,Actor,0
506997,Edward Musgrave,1925,1925,1,Actor,0
407180,John Bruce,1925,1925,1,Actor,0
497328,Arthur B Orbell,1925,1925,1,Actor,0
401278,Paul Longuet,1925,1929,16,Actor,4
504912,W V Robinson,1925,1925,2,Performer,0
504921,Frank G Dunn,1925,1925,1,Actor,0
479959,Nina Devitt,1925,1925,1,Actor,0
513569,Fred Francis,1925,1928,10,Actor,3
233252,Reginald Newson,1925,1957,19,"Actor, Performer",32
520268,Marie Gaudin,1925,1925,2,Actor,0
520197,Una Emanuel,1925,1925,2,Actor,0
413734,Douglas Vigors,1925,1926,4,Actor,1
520282,Stanley Button,1925,1925,1,Actor,0
520198,Humphrey Mansfield,1925,1925,1,Actor,0
520281,Benjamin Doig,1925,1925,1,Actor,0
520277,Janet Carter,1925,1925,1,Actor,0
516280,Lily Molloy,1925,1933,14,"Actor, Performer",8
234841,Les Donaghey,1925,1953,7,"Actor, Stage Manager",28
257016,Martin Walker,1925,1925,1,Actor,0
259814,Zara Clinton,1925,1929,12,Actor,4
256929,Beryl Barraclough,1925,1928,8,Actor,3
520200,John Mant,1925,1934,2,Actor,9
464911,Sir Harry Lauder,1925,1925,1,Performer,0
464890,James Martin,1925,1925,1,Actor,0
520237,Humfry Henchman,1925,1925,1,Actor,0
413621,William A Hassan,1925,1925,1,Actor,0
413499,Tom Cannam,1925,1926,2,Actor,1
244015,John Robertson,1925,1936,9,Actor,11
520283,M Brereton,1925,1925,1,Actor,0
245969,Frank Neil,1925,1933,15,"Actor, Entrepreneur, Librettist, Performer, Producer",8
256942,Molly Raynor,1925,1932,11,Actor,7
237914,Vera Spaull,1925,1932,10,"Actor, Actor and Singer, Performer",7
520196,Nell Cusack,1925,1925,2,Actor,0
485621,Thelma Burness,1925,1927,4,Actor,2
256947,Douglas Calderwood,1925,1925,1,Actor,0
533840,George Chalmers,1925,1925,2,Actor,0
528879,Claire Cooley,1926,1926,1,Actor,0
528892,Arthur Henry,1926,1926,1,Actor,0
528893,Tom Poole,1926,1926,1,Actor,0
256795,H Lane-Bayliff,1926,1933,10,"Actor, Producer",7
528895,Beresford Fowler,1926,1926,1,Actor,0
238418,Remy Carpen,1926,1926,2,Actor,0
528896,Iza Millet,1926,1926,1,Actor,0
528870,George Aynley,1926,1926,1,Actor,0
528901,Leslie Austin,1926,1926,1,Performer,0
456420,Frederick Pettit,1926,1926,1,Actor,0
456430,Sally Maxwell,1926,1929,2,Actor,3
528869,Harry Gordon,1926,1926,1,Actor,0
528871,Joan Paxton,1926,1927,2,Actor,1
528891,Cecil Clifton,1926,1926,1,Actor,0
528889,Nellie Flynn,1926,1926,1,Actor,0
528890,Julian Fisher,1926,1926,1,Actor,0
528878,Raymond Cashley,1926,1926,1,Actor,0
528877,Nellie Tudor,1926,1926,1,Actor,0
528880,Marjorie Seymour,1926,1926,1,Actor,0
528876,Ruth Arnold,1926,1928,2,Actor,2
528875,Ned Taylor,1926,1928,2,Actor,2
528881,Dulcie Williams,1926,1926,1,Actor,0
528902,Alma Stewart,1926,1926,1,Performer,0
528882,Lotys Lescant,1926,1926,1,Actor,0
528883,Ethel Wilson,1926,1926,1,Actor,0
528884,Doreen Hopkinson,1926,1926,1,Actor,0
528885,Ina Lawson,1926,1926,1,Actor,0
528886,Pansy Cowell,1926,1926,1,Actor,0
528887,Irene Langton,1926,1926,1,Actor,0
528888,Gwen Weston,1926,1932,4,Actor,6
528874,Joyce Collins,1926,1926,1,"Actor, Musician: Violinist",0
528873,Clive Holland,1926,1926,1,Actor,0
412772,George Edwardes,1926,1926,1,Performer,0
528911,Dick Barstow,1926,1926,1,Actor,0
528905,Maisie Wallace,1926,1926,1,Performer,0
233472,William Howard,1926,1961,3,"Actor, Actor and Singer",35
256787,Vivian Moore,1926,1926,1,Actor,0
256784,Robert Adams,1926,1926,2,Actor,0
256776,Helen Audiffred,1926,1926,2,Actor,0
256770,Harold Salter,1926,1926,1,Actor,0
238289,Martin Ford,1926,1926,1,Actor,0
256768,Florence Roberts,1926,1926,1,Actor,0
449819,Dorothy Duval,1926,1932,5,Actor,6
238589,Wanna Singhe,1926,1928,4,Actor,2
226776,Charles McCallum,1926,1967,10,"Actor, Performer",41
238590,Frederick Forrester,1926,1928,7,Actor,2
256930,Norman Carter,1926,1926,1,Actor,0
238288,Jack Trainer,1926,1926,2,Actor,0
505425,Estelle Fratus,1926,1926,1,Performer,0
505408,Bluett,1926,1927,2,Comedian,1
505406,Margery Vere,1926,1926,1,Performer,0
238287,John McCabe,1926,1926,2,Actor,0
401373,Sybil Jane,1926,1927,2,Actor,1
256683,Eric Scott,1926,1939,12,Actor,13
256788,Richard Ehlers,1926,1926,2,Actor,0
257110,Charles Renton,1926,1926,1,Actor,0
238335,Madge White,1926,1928,5,Actor,2
257111,Edith Elen,1926,1926,1,Actor,0
528906,Eileen Wright,1926,1926,1,Performer,0
528907,Madge Marion,1926,1926,1,Performer,0
528908,Vera Sewell,1926,1926,1,Performer,0
528909,Doris Foster,1926,1931,2,Performer,5
528910,Tony O'Brien,1926,1926,1,Actor,0
528868,J Melrose,1926,1926,1,Actor,0
528914,Rene Dixon,1926,1928,2,Actor,2
528915,Royston Macdonnell,1926,1928,2,Actor,2
528916,Jack Smith,1926,1926,1,Actor,0
528904,June Neilsen,1926,1926,1,Performer,0
528917,Alex Johnson,1926,1926,1,Actor,0
256789,Harold Curtis,1926,1926,1,Actor,0
444364,Eddie Jaye,1926,1926,1,Actor,0
444365,Phil Phillips,1926,1928,3,"Actor, Choreographer",2
238336,Jack Morrison,1926,1928,3,Actor,2
444544,Edith Barstow,1926,1928,3,Actor,2
238427,Helen Stransky,1926,1928,4,Actor,2
238428,Dorothy Fane,1926,1926,5,Actor,0
238431,Stephanie Deste,1926,1929,3,"Actor, Actor and Singer",3
444545,Florence Hunter,1926,1928,3,Actor,2
237904,Billie Lockwood,1926,1929,6,"Actor, Performer",3
528867,K Benham,1926,1926,1,Actor,0
528860,Mollie Nailon,1926,1928,4,"Actor, Performer",2
528865,Ray Herbert,1926,1926,1,Actor,0
248714,Olive Grant,1926,1927,3,Actor,1
238341,Donald Mather,1926,1926,1,Actor,0
238340,Joan Radford,1926,1926,2,Actor,0
238339,Jimmy Godden,1926,1929,5,Actor,3
444282,Noel Allan,1926,1928,2,"Actor, Actor and Singer",2
528729,William Franklin,1926,1926,1,Actor,0
528730,Alfred Jenkin,1926,1926,2,Actor,0
528732,Joyce Gow,1926,1926,2,Actor,0
528733,James Alfreds,1926,1926,1,Actor,0
238376,MacMillan Rosamond,1926,1926,1,Actor,0
528734,Harry Strachan,1926,1926,1,Actor,0
528736,Monica Meehan,1926,1926,1,Actor,0
528737,Kenneth Poulton,1926,1926,2,Actor,0
455275,Thelma Sundstrom,1926,1928,4,Actor,2
528738,Connie Funston,1926,1926,2,"Actor, Performer",0
528739,Leonard Williams,1926,1926,1,Actor,0
528740,David Hall,1926,1926,1,Actor,0
528741,Lilah Bodham,1926,1926,1,Actor,0
528742,Katherine Hoskins,1926,1926,1,Actor,0
528743,Eva Rowland,1926,1926,2,Actor,0
528735,Roma Ryan,1926,1926,1,Actor,0
528715,Betterton Glover,1926,1929,5,Actor,3
405855,Claude Holland,1926,1932,14,"Actor, Performer",6
238342,Violet Sterne,1926,1926,2,Actor,0
238345,James Hughes,1926,1930,9,"Actor, Actor and Singer, Performer",4
528687,Sylvia Clifton,1926,1928,5,Actor,2
238348,Brian Aherne,1926,1926,5,Actor,0
238350,Hubert Harben,1926,1926,5,Actor,0
442088,George Dean,1926,1928,3,Actor,2
238351,Renee Kelly,1926,1926,6,Actor,0
528703,Charlton Morton,1926,1929,5,Actor,3
528704,Constance Evans,1926,1927,2,Actor,1
238352,Angela Baddeley,1926,1926,5,Actor,0
238361,Anthony Holles,1926,1926,5,Actor,0
238362,Margaret Damer,1926,1926,5,Actor,0
238363,Jackson Wilcox,1926,1926,5,Actor,0
238365,Hylton Allen,1926,1926,5,"Actor, Producer",0
238367,Clay Smith,1926,1926,1,"Performer, Producer, Songwriter",0
238368,Mary Hinton,1926,1926,6,Actor,0
238369,Mary Jerrold,1926,1926,4,Actor,0
238370,Frederick Culley,1926,1926,4,Actor,0
232961,C R Stanford,1926,1926,1,Actor,0
247401,Harry Gould,1926,1937,2,"Comedian, Performer",11
237881,Reginald Collins,1926,1942,5,Actor,16
238344,Ellen Pollock,1926,1926,2,Actor,0
528744,Sylvia Cashmore,1926,1929,2,Actor,3
528745,Esma Cannon,1926,1926,1,Actor,0
528746,Jim Setches,1926,1926,1,Actor,0
528747,H Angell Haggard,1926,1926,1,Actor,0
528776,T Buist,1926,1926,1,Actor,0
528777,W Curline,1926,1926,1,Actor,0
528778,A Robinson,1926,1926,1,Actor,0
528779,F Cavell,1926,1926,1,Actor,0
528780,Bruce Walker,1926,1926,1,Actor,0
528781,Virginia Norton,1926,1926,1,Actor,0
528782,Sammy Green,1926,1926,1,Actor,0
528783,Mary Nelson,1926,1926,1,Actor,0
256824,Barbara Birch,1926,1928,3,Actor,2
256821,Edward Ralph De Tisne,1926,1926,2,Actor,0
238338,Sydney Smith,1926,1928,3,Actor,2
238411,Dennis Cardan,1926,1926,1,Actor,0
528854,Mdme Liscant,1926,1926,1,Actor,0
528855,Max Brown,1926,1926,1,Actor,0
528856,William Harris,1926,1926,1,Actor,0
528857,Master Baptiste,1926,1926,1,Actor,0
528858,Barry Lock,1926,1930,3,Actor,4
528859,W H Leighton,1926,1926,1,Actor,0
528862,Dan Niblo,1926,1928,2,Actor,2
528863,L Mulholland,1926,1926,1,Actor,0
528864,B Uhl,1926,1926,1,Actor,0
528775,Roger Dear,1926,1926,1,Actor,0
528866,Leslie Norman,1926,1926,1,Actor,0
528774,Miss Ida Rose-Taylor,1926,1926,1,Actor,0
405897,John Harper,1926,1930,9,"Actor, Performer",4
528748,T Borgan,1926,1926,1,Actor,0
528749,Bianca Muschailli,1926,1926,1,Actor,0
528750,Olga Papas,1926,1926,1,Actor,0
528751,Agostino Lubrano,1926,1926,1,Actor,0
528752,Signor Sidoni,1926,1926,1,Actor,0
528753,Bianca Fenochio,1926,1926,1,Actor,0
256832,Henrietta Cavendish,1926,1930,9,Actor,4
238388,Harry Green,1926,1926,2,Actor,0
256825,Mascotte Ralston,1926,1926,2,Actor,0
528758,Marcia Rogers,1926,1928,2,Actor,2
528759,J Lennox,1926,1926,1,Actor,0
528760,Helen Burton,1926,1926,1,Actor,0
528761,Jennie Johnson,1926,1926,1,Actor,0
528762,Royston Denman,1926,1926,1,Actor,0
528763,Evan Leslie,1926,1926,1,Actor,0
528764,R Denton,1926,1926,1,Actor,0
528767,Gerald Inglis,1926,1926,1,Performer,0
528768,Bobbie Shields,1926,1928,4,Actor,2
528769,Roy Herbert,1926,1929,4,Actor,3
528770,Ralph Phillips,1926,1926,1,Actor,0
528771,Bert Logan,1926,1926,1,Actor,0
528773,Eric Potter,1926,1926,1,Actor,0
235491,Darcy Kelway,1926,1934,7,Actor,8
259123,Frank Bardsley,1926,1926,1,Actor,0
450351,Stanley Samuels,1926,1926,2,Actor,0
483786,J Hopman,1926,1926,1,Actor,0
483787,Thomas Esplin,1926,1926,1,Actor,0
483788,Walkden Brown,1926,1927,2,Actor,1
525852,Merla Quinn,1926,1928,2,"Actor, Dancer, Performer",2
500482,Leon McAuley,1926,1926,1,Actor and Singer,0
254007,Marie Dalton,1926,1932,7,Actor,6
413753,George Devlin,1926,1926,2,Actor,0
250353,Kerry Kelly,1926,1928,4,Actor,2
525844,Ida Young,1926,1928,2,"Actor, Performer",2
413752,Sylia van Assche,1926,1926,1,Actor,0
251135,Bertie Wright,1926,1935,16,"Actor, Performer",9
253886,Harold Lloyd,1926,1926,1,Actor,0
237943,J B Rowe,1926,1931,18,Actor,5
253883,Marion Sterly,1926,1926,2,Actor,0
253882,William Macauley,1926,1926,2,Actor,0
500491,Phyllis Basclaine,1926,1926,1,Actor and Singer,0
500490,Myee Taylor,1926,1926,1,Actor and Singer,0
525857,Evelyn Brittain,1926,1926,1,Actor,0
483785,Gerald J O'Sullivan,1926,1926,1,Actor,0
483784,Mabel Farrell,1926,1926,1,Actor,0
483783,John T Dingle,1926,1926,1,Actor,0
257046,William Lisle,1926,1926,1,Actor,0
452971,Stella Collier,1926,1933,9,"Actor, Performer",7
236718,David Wall,1926,1926,1,Actor,0
402085,Bertha  Burt,1926,1926,1,Actor,0
414138,Doreen May,1926,1926,1,Actor,0
402082,Irven  Herbert,1926,1926,1,Actor,0
235492,John Dobbie,1926,1944,13,"Actor, Actor and Singer, Comedian, Performer",18
450352,Colin Bell,1926,1926,2,Actor,0
253881,Marian Lord,1926,1926,2,Actor,0
402081,Phoebe  Martyn,1926,1929,3,Actor,3
402080,Gloria  Mansfield,1926,1926,2,Actor,0
452942,George Ballard Cassidy,1926,1927,2,Actor,1
402076,Leslie  Goldring,1926,1926,2,Actor,0
500480,Nelle McGee,1926,1926,1,Actor and Singer,0
254012,Peggy Payne,1926,1926,1,Actor,0
500481,Jack Roff,1926,1926,1,"Actor and Singer, Director",0
451614,Adeline Tudehope,1926,1930,4,Actor,4
483781,Edward Larkin,1926,1927,3,Actor,1
501112,Madam Niobe,1926,1926,1,Performer,0
257044,Renee Glynne,1926,1926,1,Actor,0
253876,Dulcie Cherry,1926,1932,15,Actor,6
253855,Mary Ellen Hanley,1926,1927,4,Actor,1
465601,Brenda King,1926,1926,1,Actor,0
465602,Francis Chivers,1926,1926,1,Actor,0
465603,Raymond Johnson,1926,1926,1,Actor,0
234602,Reg Collins,1926,1967,4,Actor,41
471394,Dan Thomas,1926,1926,1,Actor,0
230980,Marie Bremner,1926,1949,43,"Actor, Performer",23
469839,Joy Langridge,1926,1926,1,Performer,0
469560,Ivy Norton,1926,1926,1,Performer,0
500484,Malcolm Smart,1926,1926,1,Actor and Singer,0
450902,Ivan Squirrell,1926,1926,2,Actor,0
500485,Sam Huxham,1926,1926,1,Actor and Singer,0
524970,Maida Jones,1926,1934,5,Performer,8
500486,Jack Burstall,1926,1926,1,Actor and Singer,0
500489,Jacky Miley,1926,1926,1,Actor and Singer,0
246248,Andrew McGhie,1926,1932,2,"Actor, Performer, Stage Manager",6
451248,Sarah Dartrey,1926,1926,1,Actor,0
500488,Maisie Van Dugteren,1926,1926,1,Actor and Singer,0
253841,Fred Bluett,1926,1932,11,"Actor, Comedian, Performer",6
253844,Marty Ford,1926,1926,1,Actor,0
472355,Margaret Murray,1926,1926,3,Actor,0
465600,Kathleen Murphy,1926,1927,2,Actor,1
410751,Norman Barrington,1926,1947,8,"Actor, Performer",21
253854,Hale Norcross,1926,1927,6,"Actor, Performer",1
413750,Colin Hilton,1926,1926,1,Actor,0
483998,Norma Scott,1926,1943,2,"Actor, Actor and Singer",17
411040,Phil Kennedy,1926,1929,2,Actor,3
473282,Syd Beck,1926,1944,38,"Actor, Comedian, Performer",18
413748,Joy Williams,1926,1926,1,Actor,0
413746,Peggy Willoughby,1926,1928,4,Actor,2
253857,Maude Carroll,1926,1927,4,Actor,1
413743,Albert Higgs,1926,1926,1,Actor,0
228057,Arthur Reardon,1926,1939,7,Actor,13
413741,Eileen Goudy,1926,1926,1,Actor,0
228165,Mimi Spaull,1926,1934,7,Actor,8
413735,Mollie Rahilly,1926,1926,1,Actor,0
465598,Wynne Whear Roberts,1926,1926,1,Actor,0
500483,McCourt Heywood,1926,1926,1,Actor and Singer,0
253847,Richard Taber,1926,1927,6,"Actor, Playwright, Writer",1
253845,Henry Mortimer,1926,1926,2,Actor,0
411097,Leonta Proctor,1926,1936,3,"Actor, Performer",10
257043,Betty Ralland,1926,1930,2,Actor,4
238413,Betty Schuster,1926,1926,3,Actor,0
460905,Dorothy Lena,1926,1926,1,Actor,0
238347,Harriet Bennet,1926,1928,4,"Actor, Actor and Singer",2
400082,George Dawe,1926,1926,1,Actor,0
464875,Herbert Lancaster,1926,1926,2,"Actor, Performer",0
233802,Brett Randall,1926,1930,2,Actor,4
256994,Redge Carey,1926,1930,6,Actor,4
505169,Ralph Holbein,1926,1926,1,Performer,0
415375,J E Campbell,1926,1926,1,Actor,0
505167,Lily Morris,1926,1926,1,Comedian,0
257025,Bob Cory,1926,1926,1,Performer,0
257024,Fabbie Benstead,1926,1926,1,Performer,0
480098,Florence Lewis,1926,1926,1,Actor,0
451735,Dorothy Marler,1926,1926,2,Actor,0
402124,Fred G Moore,1926,1929,8,"Actor, Performer",3
505166,Elroy,1926,1929,2,Performer,3
235802,Millie Doris,1926,1926,1,Actor,0
238593,Bert Barton,1926,1942,18,"Actor, Performer",16
407715,Athena Claudius,1926,1926,1,Actor,0
257006,Henry Broome,1926,1926,2,Actor,0
507099,Norah O'Malley,1926,1926,1,Performer,0
479756,Oreste Preso,1926,1926,1,Performer,0
479757,Jean Barrios,1926,1926,2,Performer,0
479758,Little Tich,1926,1926,1,Comedian,0
401323,Sybil Atholwood,1926,1926,2,Actor,0
401990,Fred Martin,1926,1926,1,Actor,0
479868,Francois,1926,1926,2,"Comedian, Performer",0
504925,Nola Reid,1926,1932,5,"Actor, Performer",6
504922,Peggy Ross,1926,1935,2,"Actor, Comedian",9
256567,Miss Winifred Dale,1926,1927,2,Actor,1
489524,Elsie Prince,1926,1930,9,Actor,4
490135,Miss Neville Vane,1926,1926,1,Actor,0
237995,Helga Rolunde,1926,1929,4,Actor,3
238591,B N Lewin,1926,1930,11,Actor,4
401327,Michael Izzo,1926,1926,1,Actor,0
402167,Norman Macowan,1926,1926,2,Actor,0
402163,Joe Morris,1926,1928,3,Actor,2
402162,Alfred H Steel,1926,1926,1,Actor,0
238595,Buto Thom,1926,1928,4,Actor,2
401364,George Zucco,1926,1926,3,Actor,0
238596,Dion Wheeler,1926,1929,9,"Actor, Stage Manager",3
259121,Romney Smyth,1926,1926,1,Actor,0
236788,Leo Darnton,1926,1938,30,"Actor, Performer",12
518989,Mary Marvin,1926,1926,2,Actor,0
227202,Hilda Dorrington,1926,1948,15,Actor,22
257029,Saronova,1926,1926,1,Performer,0
257041,Richard Landale,1926,1926,1,Actor,0
402157,B Besemer,1926,1926,1,Actor,0
238286,Bertha Walden,1926,1926,2,Actor,0
257026,Ernest Sefton,1926,1926,1,Performer,0
259612,Winifred Williamson,1926,1927,3,Actor,1
259122,Pearl Perrers,1926,1926,1,Actor,0
433341,Judy Watson,1926,1926,1,Actor,0
237991,Daphne Bairn,1926,1929,5,Actor,3
237906,Barrie Livesey,1926,1927,5,Actor,1
526979,Millie Carlton,1926,1928,3,Actor,2
259610,Frederic Bentley,1926,1930,4,"Actor, Actor and Singer",4
402171,Hawdon Wilson,1926,1937,5,Actor,11
401363,Alexander Sarner,1926,1926,3,Actor,0
238594,Austin Coghlan,1926,1928,4,Actor,2
238284,George Duryea,1926,1926,2,Actor,0
237927,Olive Sloane,1927,1928,3,Actor,1
237925,Bertha Belmore,1927,1929,3,Actor,2
486145,Mr Stanton,1927,1927,1,Actor,0
505431,Edward Moore,1927,1927,1,Performer,0
486146,J Moginie,1927,1927,1,Actor,0
225709,Queenie Ashton,1927,1977,15,"Actor, Performer",50
505433,Emil Shy,1927,1927,1,Performer,0
478960,Kathleen Arnold,1927,1927,1,Actor,0
237928,Maury Tuckerman,1927,1927,2,Actor,0
237926,Herbert Belmore,1927,1927,1,Actor,0
237968,Margaret Lawrence,1927,1927,3,"Actor, Adaptor",0
237929,John Halloran,1927,1946,3,Actor,19
225007,Ellis Irving,1927,1954,15,Actor,27
248712,Kittie Prince,1927,1927,1,Actor,0
402169,J E Campbell,1927,1927,1,Actor,0
446951,Daisy Yates,1927,1927,1,Actor,0
237924,Jessamine Newcombe,1927,1927,2,Actor,0
402170,Betty Grigson,1927,1927,1,Actor,0
402172,Beryl Lynex,1927,1927,2,Actor,0
402173,R E Dickenson,1927,1927,1,Actor,0
402177,Robert Blackett,1927,1927,1,Actor,0
237986,Elma Gibbs,1927,1931,5,Actor,4
483789,Majorie Brooks,1927,1927,1,Actor,0
483790,Pat Beresford,1927,1927,1,Actor,0
237905,George Baxter,1927,1927,2,Actor,0
480542,Edna Ralston,1927,1934,15,"Actor, Performer",7
486141,Austin Fenton,1927,1927,1,Actor,0
237908,Mary Unsworth,1927,1927,1,Actor,0
486144,James Macarthur,1927,1927,1,Actor,0
237910,Beppie de Vries,1927,1928,4,"Actor, Performer",1
248706,Edna Prince,1927,1927,1,Actor,0
480038,Paddy Saunders,1927,1927,1,Performer,0
479870,Frederick  Sylvester,1927,1927,1,Actor,0
237920,Joan Bailey,1927,1927,1,Actor,0
237912,Andrew McGhee,1927,1927,1,Actor,0
237919,Basil Radford,1927,1928,2,Actor,1
527904,Viola Renne,1927,1927,1,Actor,0
237918,Laura Smithson,1927,1927,1,Actor,0
479866,Sanoyoa Valencia,1927,1927,1,Performer,0
237932,Hal Percy,1927,1931,12,Actor,4
237917,Frank Webster,1927,1928,4,"Actor, Performer",1
479865,York Gray,1927,1927,1,Actor,0
403760,Brian Lawrence,1927,1927,1,Actor,0
486143,Willa Rowohl,1927,1927,1,Actor,0
528938,Monte May,1927,1927,1,Actor,0
528682,Nella Campbell,1927,1927,1,Actor,0
450324,Dorothy McCormack,1927,1927,1,Actor,0
259642,Ole Olsen,1927,1927,2,Comedian,0
259623,Sylvia de Frankie,1927,1927,1,Performer,0
259622,Nellie Strong,1927,1928,2,"Actor, Performer",1
259621,Daisy Belmore,1927,1927,1,Performer,0
528668,Norman  Campbell,1927,1927,1,Actor,0
259620,Elise Gergely,1927,1927,1,Performer,0
259619,Dallas Welford,1927,1927,1,Performer,0
241178,Arthur Clarke,1927,1937,19,"Actor, Actor and Singer, Performer",10
259527,Margery Hicklin,1927,1932,3,Actor,5
259526,Mavis Sayer,1927,1927,2,Actor,0
529341,Nancy Girdwood,1927,1927,1,Actor,0
529340,Violet Elliott,1927,1929,6,Actor,2
461212,Roy McDonald,1927,1927,1,Actor,0
529339,Edna Dare,1927,1928,2,Actor,1
507464,Gwen Matthews,1927,1933,12,"Actor, Performer",6
529338,Audrey Lewis,1927,1933,6,"Actor, Performer",6
529337,Russell Conyngham,1927,1927,1,Actor,0
546155,Jean Giles,1927,1927,1,"Actor, Assistant Producer",0
546154,John Comans,1927,1927,1,"Actor, Producer",0
546153,Colin Edwards,1927,1927,1,Actor,0
546152,James Garvin,1927,1927,1,Actor,0
235942,Len Gotting,1927,1944,18,"Actor, Actor and Singer, Performer, Stage Director",17
546151,Douglas Carter,1927,1927,1,Actor,0
546150,R Brent,1927,1927,1,Actor,0
259643,Chick Johnson,1927,1927,2,Comedian,0
490310,Van Lowe,1927,1928,3,Actor,1
259645,Elizabeth Morgan,1927,1927,1,Actor,0
426380,Harry Fenwick,1927,1927,1,Actor,0
451736,Effie Armstrong,1927,1927,3,Actor,0
550888,Roy Herberte,1927,1927,1,Actor,0
550889,George Rhodes,1927,1927,1,Actor,0
550890,Henry Ayre,1927,1927,1,Actor,0
550891,Thomas Stone,1927,1927,1,Actor,0
550892,Frederick Pettitt,1927,1927,1,Actor,0
550893,W M  Anton,1927,1927,1,Actor,0
550894,J Layton,1927,1927,1,Actor,0
520078,Minnie Rayner,1927,1928,4,Actor,1
254022,Bertha Riccardo,1927,1931,7,Actor,4
236693,Frank Leighton,1927,1935,25,Actor,8
236692,Leo Franklyn,1927,1936,27,Actor,9
259816,Annie Croft,1927,1929,6,Actor,2
413858,B N Lewis,1927,1928,2,Actor,1
245966,Hedley Hall,1927,1928,2,"Actor, Performer",1
245965,James Liddy,1927,1928,3,"Actor, Performer",1
466815,Alfred Robinson,1927,1927,1,Actor,0
450994,Lance Fairfax,1927,1930,12,Actor,3
450901,Alfred Haigh,1927,1927,1,Actor,0
468962,Tui Black,1927,1931,14,"Actor, Performer",4
468980,Keith Connolly,1927,1941,38,"Actor, Performer",14
419092,Bernard Manning,1927,1942,40,"Actor, Actor and Singer, Performer",15
411298,Mary Rigby,1927,1935,16,Actor,8
228053,Jean Lawson,1927,1933,7,Actor,6
473283,Lily Coburn,1927,1945,22,"Actor, Actor and Singer, Performer",18
525839,Eileen Hemburg,1927,1928,2,Actor,1
490309,Beatrice Kay,1927,1927,1,Actor,0
529350,Ted Stanley,1927,1927,1,Actor,0
490307,Robert Rhodes,1927,1927,1,Actor,0
529203,Charlie Boyd,1927,1928,2,Actor,1
529202,Billy Freeman,1927,1929,3,Actor,2
529201,Ted Clifford,1927,1928,2,Actor,1
490308,Fred Heider,1927,1927,1,Actor,0
529158,John Mayer,1927,1935,5,Actor,8
226773,Sam Stern,1927,1955,9,"Actor, Performer",28
528939,Jack Garrett,1927,1929,4,Actor,2
486147,Dorothy Thomson,1927,1927,1,Actor,0
528937,Val Rolin,1927,1927,1,Actor,0
457530,James Patterson,1927,1935,16,Actor,8
226702,Harry Short,1927,1944,7,"Actor, Stage Manager",17
438658,Robert Jarvis,1927,1929,3,Actor,2
528936,Bessie Blackwell,1927,1927,1,Actor,0
528935,Recca Hancox,1927,1927,1,Actor,0
528934,Rene Harcourt,1927,1929,3,"Actor, Performer",2
226647,Joy Thompson,1927,1927,1,Actor,0
528920,Dorothy Dewar,1927,1933,14,"Actor, Performer",6
546144,T R Pippard,1927,1927,1,Actor,0
477607,Stephen Leach,1927,1934,4,Actor,7
405892,Edna Browne,1927,1935,5,"Actor, Performer",8
546143,Rex Penfold,1927,1927,1,Actor,0
248720,Stan Hudson,1927,1927,1,Actor,0
248719,Winifred Edwards,1927,1927,1,Actor,0
405890,Molly Fisher,1927,1929,6,"Actor, Performer",2
528706,George Burnett,1927,1927,1,Actor,0
505897,Margo Remage,1927,1927,1,Performer,0
401375,Billee Lockwood,1927,1927,2,Actor,0
237915,Betty Ross Clarke,1927,1927,1,Actor,0
529232,Cyril Vernon,1927,1935,8,Actor,8
235493,Norman Shepherd,1927,1936,7,Actor,9
529238,Willy Clifton,1927,1928,3,Actor,1
529235,Willa Lyndberg,1927,1928,3,Actor,1
529234,Vera Gerald,1927,1929,4,Actor,2
546147,Percy Smythe,1927,1927,1,Actor,0
546148,W H Coop,1927,1927,1,Actor,0
453410,Chandra Parkes,1927,1932,2,Actor,5
529246,Alec Alves,1927,1930,7,Actor,3
460708,Bert Le Blanc,1927,1932,6,"Actor, Performer",5
529237,Raymond Langley,1927,1928,3,Actor,1
506221,Reginald Sharland,1927,1929,3,Actor,2
235530,Bertha Ballenger,1927,1928,9,Actor,1
490306,Wyn Richmond,1927,1927,1,Actor,0
529233,Helene Simon,1927,1928,4,Actor,1
401372,Michael Hogan,1927,1927,1,Actor,0
450002,Myrtle Greenhill,1927,1932,6,Actor,5
529230,Jane Comfort,1927,1928,4,Actor,1
529231,Hastings Lynn,1927,1928,4,Actor,1
546149,T Hornibrook,1927,1927,1,Actor,0
401393,Noel Dainton,1928,1929,3,Actor,1
259812,Gwynne Whitby,1928,1928,6,Actor,0
401392,Margaret Bannerman,1928,1929,4,Actor,1
259813,Desmond McMinn,1928,1928,1,Actor,0
259811,Norman McKinnel,1928,1928,6,Actor,0
524904,Maudie Edwards,1928,1928,1,Actor,0
525891,Jo Desbarres,1928,1928,1,Actor,0
524720,Stella Francis,1928,1928,3,Actor,0
525456,Mr W Stewart,1928,1928,2,Actor,0
546353,Dorothy Kaye,1928,1928,1,Actor,0
