contributor_id,contributor_name,first_year,last_year,total_events,roles,career_span
543950,Charles Roberts,1920,1920,1,Actor,0
500445,Tom Haverey,1920,1920,1,Actor and Singer,0
544732,Doffie Walker,1920,1920,1,Actor and Singer,0
252813,Dorothy Seacombe,1920,1923,5,Actor,3
402024,Charles H Workman,1920,1922,3,Actor,2
528012,William Crooks,1920,1920,1,Actor,0
543951,Rege Robbins,1920,1920,1,Actor,0
454591,Walter Vincent,1920,1931,2,Actor,11
252803,Margaret Sutcliffe,1920,1921,4,Actor,1
252802,Lizette Parkes,1920,1921,4,Actor,1
401952,Mr F H Day,1920,1921,4,"Actor, Stage Manager",1
411200,Percy Claridge,1920,1923,3,"Actor, Actor and Singer",3
228166,Frank Harvey,1920,1939,33,"Actor, Actor and Singer, Director, Playwright, Producer",19
252801,Robert Toms,1920,1921,4,Actor,1
252800,Frederick Esmelton,1920,1921,4,"Actor, Producer",1
538101,Carrie Sleeman,1920,1920,3,Actor and Singer,0
231501,Arthur Greenaway,1920,1936,16,Actor,16
509806,Alma Rock-Phillips,1920,1922,3,Actor,2
543117,Charles Tolhurst,1920,1920,1,Actor,0
543116,Vernon Thompson,1920,1920,1,Actor,0
500446,Hal King,1920,1920,1,Actor and Singer,0
449487,Charles Mettam,1920,1922,6,"Actor, Actor and Singer",2
500447,Vera Walton,1920,1920,1,Actor and Singer,0
479748,Brian Lawrance,1920,1926,2,"Actor, Actor and Singer",6
254029,Leslie Manners,1920,1924,4,Actor,4
414236,Charles Bradley,1920,1922,4,"Actor, Actor and Singer",2
231007,William Stewart,1920,1920,2,Actor,0
254032,William Lockhart,1920,1930,6,Actor,10
522107,B Kelly,1920,1922,3,"Actor, Actor and Singer",2
536012,George Stephenson,1920,1920,1,Actor,0
536093,Plumpton Wilson,1920,1920,2,Actor,0
479948,Margaret Swallow,1920,1920,2,Actor,0
479944,Marie Rignold,1920,1920,2,Actor,0
479943,George Tully,1920,1920,2,Actor,0
536811,Kitty Burness,1920,1920,2,Actor and Singer,0
253370,Charles Walenn,1920,1927,26,"Actor, Actor and Singer, Producer",7
253366,Clarice Hardwicke,1920,1924,9,"Actor, Actor and Singer, Performer",4
419107,Beatrice Wenban,1920,1951,11,"Actor, Performer",31
479815,Sydney Yates,1920,1920,1,Actor,0
257027,George Welch,1920,1930,3,Actor,10
415001,Neill Alexander,1920,1923,4,Actor,3
253359,Maud Fane,1920,1925,8,"Actor, Actor and Singer",5
528562,Robert Jackson,1920,1925,3,"Actor, Actor and Singer",5
415002,Jessie Dale,1920,1923,4,Actor,3
253371,Arthur Glynn,1920,1922,2,Actor,2
415003,Vivian Langley,1920,1923,4,Actor,3
449490,Tom Minogue,1920,1922,5,"Actor, Actor and Singer",2
542131,Alice Bentley,1920,1920,1,Actor,0
542130,Marion Earle,1920,1920,1,Actor,0
449815,James O'Toole,1920,1930,7,"Actor, Actor and Singer",10
513664,David Edelsten,1920,1922,5,Actor,2
530370,May Harris,1920,1920,1,Actor,0
520211,Mr J W Milne ,1920,1920,1,Actor,0
233260,Marie La Varre,1920,1952,28,"Actor, Actor and Singer, Performer",32
520212,Miss Violet Killen,1920,1922,2,Actor,2
235454,Reg Robins,1920,1933,2,Actor,13
235456,Arthur Styan,1920,1921,2,Actor,1
411034,Ralph Harker,1920,1923,3,"Actor, Actor and Singer",3
415004,Louis McHilton,1920,1923,4,Actor,3
235465,Vivian Edwards,1920,1942,19,Actor,22
235470,Nellie Ferguson,1920,1926,4,Actor,6
235490,Ashton Jarry,1920,1935,19,Actor,15
238359,John Ralston,1920,1933,47,"Actor, Actor and Singer, Performer",13
235495,Jock Thompson,1920,1935,4,Actor,15
235506,Kate Howarde,1920,1932,5,"Actor, Director, Playwright",12
235515,Fred Coape,1920,1930,27,"Actor, Actor and Singer, Performer",10
542132,Velma Hinkle,1920,1920,1,Actor,0
449488,Thelma Carter,1920,1922,6,Actor and Singer,2
520207,Miss Ella  Hanly,1920,1920,1,Actor,0
478146,Raymond Lawrence,1920,1926,9,Actor,6
449494,Patti Russell,1920,1927,16,"Actor, Actor and Singer",7
542534,Keppel Stephenson,1920,1920,3,Actor,0
237913,Stanley Odgers,1920,1928,9,"Actor, Performer",8
449501,Vera Bedford,1920,1922,3,Actor,2
449515,Frederick Hobbs,1920,1922,12,"Actor, Actor and Singer",2
401655,Maggie Dickinson,1920,1921,3,"Actor, Performer",1
401602,Jack Hooker,1920,1923,4,Actor,3
401600,Albert Kavanagh,1920,1922,10,"Actor, Actor and Singer",2
542533,Frank Peachey,1920,1920,1,Actor,0
449516,Stanley Allen,1920,1922,4,"Actor, Actor and Singer",2
542133,Georgia Harvey,1920,1920,1,Actor,0
449602,William Verken,1920,1922,3,"Actor, Actor and Singer",2
449603,Ernest Flaxman,1920,1922,4,"Actor, Actor and Singer",2
401586,Herbert Ranson,1920,1920,1,Actor,0
401584,Phyllis Amery,1920,1920,3,"Actor, Performer",0
538104,Rita Edmonds,1920,1920,2,Actor and Singer,0
538257,J  Neal,1920,1920,1,Performer,0
520205,Mr John W Crawford,1920,1920,1,Actor,0
411041,Maude Amery,1920,1920,3,Actor and Singer,0
449790,Vida Edwards,1920,1922,3,"Actor and Singer, Performer",2
233027,Cyril Ritchard,1920,1960,29,"Actor, Actor and Singer, Choreographer, Director, Performer, Producer",40
413954,Meta Pelham,1920,1928,2,Actor,8
417063,James Stephens,1920,1925,4,"Actor, Actor and Singer",5
533641,Frank Allanby,1920,1920,1,Actor,0
230698,Maurice Nodin,1920,1920,3,Actor and Singer,0
230701,Field Fisher,1920,1940,43,"Actor, Actor and Singer, Performer",20
533630,Lorna Gowland,1920,1920,3,Actor and Singer,0
230704,Victor Fitzherbert,1920,1940,16,Actor,20
242843,Agnes Dobson,1920,1931,5,Actor,11
253393,Herbert Leigh,1920,1932,24,Actor,12
534143,Elsie Campbell,1920,1920,1,Actor,0
238775,Alfred Frith,1920,1935,25,"Actor, Actor and Singer, Performer",15
402123,Kitty Reidy,1920,1923,6,"Actor, Actor and Singer, Performer",3
504131,George Castles,1920,1920,1,Actor,0
230770,Nellie Bramley,1920,1948,10,Actor,28
238780,Emélie Polini,1920,1924,10,"Actor, Playwright",4
516151,Esther Mitchell,1920,1920,1,Actor,0
534314,Graham Browne,1920,1920,4,"Actor, Producer",0
253636,Jack Kirby,1920,1923,5,Actor,3
402090,William Liddle,1920,1920,2,Performer,0
468964,Nell Fleming,1920,1930,4,"Actor and Singer, Performer",10
465996,'Snowy' Baker,1920,1920,2,"Actor, Producer",0
467208,Godfrey Cass,1920,1925,2,Actor,5
533414,Amorel Kemp,1920,1920,4,Actor,0
412695,Rawdon Blandford,1920,1925,3,Actor,5
502236,Phyllis Colan,1920,1920,1,Actor and Singer,0
502547,Leslie Graham,1920,1920,2,Actor,0
502546,Leslie Lester,1920,1920,2,Actor,0
502545,Joseph F Graham,1920,1920,2,Actor,0
502544,Rosalind Courtneidge,1920,1920,1,Actor,0
502537,John Western,1920,1920,2,Performer,0
413005,Edward Nable,1920,1921,2,"Actor, Actor and Singer",1
502534,Jack Corcoran,1920,1920,2,Performer,0
502531,Audrey Worth,1920,1921,5,"Actor, Actor and Singer",1
502530,Vickie Miller,1920,1920,1,Actor and Singer,0
502528,Billy Elliott,1920,1920,1,Actor and Singer,0
248678,William Greene,1920,1922,9,"Actor, Actor and Singer",2
412977,Wilfrid Hilary,1920,1920,1,Actor,0
237985,George Blunt,1920,1934,33,"Actor, Director",14
533839,Thomas Lloyd,1920,1921,2,Actor,1
412785,Leslie Woods,1920,1929,14,Actor,9
245891,Billy Rego,1920,1920,2,"Actor, Actor and Singer",0
237989,Edwin Lester,1920,1928,8,Actor,8
245892,Lawrence Hardinge,1920,1921,2,"Actor, Actor and Singer",1
253412,Cecil Brooking,1920,1921,2,Actor,1
253410,John de Lacey,1920,1921,4,"Actor, Performer",1
413950,John Cosgrove,1920,1923,8,"Actor, Producer, Scenario",3
245989,Rutland Beckett,1920,1930,19,Actor,10
533413,Dorothy Hamilton,1920,1920,8,Actor,0
483805,Miss Gertrude Grogan,1920,1922,2,Actor,2
483806,Dr Ross Smith,1920,1920,1,Actor,0
483807,W J Maclean,1920,1920,1,Actor,0
483808,Eugenie Kirkpatrick,1920,1920,2,Actor,0
237944,Ronald Ward,1920,1928,24,Actor,8
240236,Millie Engler,1920,1935,18,Actor,15
535606,John Beck,1920,1920,1,Actor,0
228667,Margery Weston,1920,1950,3,Actor,30
230923,Roger Barry,1920,1948,35,Actor,28
257883,Olive Wilton,1920,1920,2,Actor,0
257881,Roy Redgrave,1920,1921,3,"Actor, Actor and Singer",1
246000,Herbert Millard,1920,1929,13,"Actor, Stage Manager",9
469832,Crosbie Ward,1920,1920,1,Actor and Singer,0
248704,Reginald Roberts,1920,1936,11,"Actor, Actor and Singer, Performer",16
245886,Hugh Steyne,1920,1925,9,"Actor, Performer",5
230931,Arthur Cornell,1920,1944,24,"Actor, Comedian",24
403849,George Villiers Arnold,1920,1921,2,Actor,1
535671,David Drayton,1920,1920,1,Actor,0
253372,Fifi Russell,1920,1922,2,"Actor, Actor and Singer",2
483804,Wynne Watkins,1920,1922,3,Actor,2
402078,Mr Ralph  A Shiress,1920,1927,7,Actor,7
483802,Leila Keating,1920,1923,3,Actor,3
483801,Marjorie Newmarch,1920,1920,1,Actor,0
258017,R H Stephenson,1920,1920,1,Actor,0
533032,Milton Owen,1920,1933,2,"Actor, Performer, Stage Manager",13
238802,Charles Howard,1920,1921,4,"Actor, Actor and Singer, Performer",1
535163,Allan Priora,1920,1921,2,"Actor and Singer, Performer",1
412191,C R Bantock,1920,1920,2,Actor and Singer,0
446995,Harold Reeves,1920,1928,5,"Actor, Actor and Singer",8
258016,Harry McDonna,1920,1920,1,Actor,0
446997,Violet Yorke,1920,1933,5,"Actor, Actor and Singer",13
447051,Hettie Hartley,1920,1921,3,"Actor, Actor and Singer",1
238804,Eve Lynn,1920,1924,4,"Actor, Performer",4
413468,Irene Caffyn,1920,1930,6,"Actor, Actor and Singer",10
253638,Ella Carrington,1920,1920,1,Actor,0
258013,John Lennon,1920,1920,1,Actor,0
412001,Blanche Massey,1920,1920,1,Actor,0
258012,Ken Carlisle,1920,1920,1,Actor,0
258011,Muriel Dale,1920,1920,1,Actor,0
258010,Pearl Helmrich,1920,1920,2,Actor,0
483799,Arthur Bryant,1920,1920,1,Actor,0
483800,Lelia Coppola,1920,1924,6,Actor,4
233807,Austin Milroy,1920,1934,5,Actor,14
233026,Madge Elliott,1920,1951,25,"Actor, Actor and Singer, Performer",31
542129,Peggy Maloney,1920,1920,1,Actor,0
401079,Frank Freeman,1920,1920,3,Actor,0
259470,Ralph Errolle,1920,1921,2,"Actor and Singer, Performer",1
241290,Gerald Kay Souper,1920,1930,21,Actor,10
527031,Flo Little,1920,1920,1,Actor,0
541079,George Proctor,1920,1920,1,Performer,0
541078,Stanley Lawson,1920,1920,1,Performer,0
541077,Pat Hanna,1920,1920,1,Performer,0
541076,Tano Fama,1920,1920,1,Performer,0
492092,Gwen Burroughs,1920,1926,5,"Actor, Actor and Singer",6
492093,Steff Macdonald,1920,1920,6,"Actor, Actor and Singer",0
492094,Arthur Aldridge,1920,1920,2,"Actor, Actor and Singer",0
507863,Tiki Carpenter,1920,1920,1,Actor,0
400654,Marie Tempest,1920,1921,11,Actor,1
235937,Fred Macdonald,1920,1944,6,Actor,24
400653,W Graham Browne,1920,1921,7,Actor,1
527028,Kathleen Key,1920,1920,1,Actor,0
507862,Ralph Sawyer,1920,1920,1,Actor,0
540647,Betty Montgomery,1920,1920,1,Actor,0
539867,Melbourne Ward,1920,1921,2,Performer,1
539866,Hugh Ward (Junior),1920,1920,1,Performer,0
539864,Madame Donalda-Ayer,1920,1920,1,Performer,0
539862,Little Willie,1920,1920,1,Performer,0
259468,Ivy Shilling,1920,1921,2,Performer,1
259466,Jamieson Dodds,1920,1921,2,Performer,1
406763,Mel Ward,1920,1925,3,Actor,5
406762,Gwen Ives,1920,1920,3,"Actor, Performer",0
541083,Norman French,1920,1920,1,Performer,0
541082,Laslett Exton,1920,1920,1,Performer,0
541081,Lancelot Fairfax,1920,1920,1,Performer,0
541080,Roy Simpson,1920,1920,1,Performer,0
401081,Mrs Robert Brough,1920,1926,14,Actor,6
401080,Percy Rhodes,1920,1920,3,Actor,0
520216,Mr B C Crowe,1920,1920,1,Actor,0
401078,Dorothy Manville,1920,1920,3,Actor,0
401077,Beryl Bryant,1920,1939,12,"Actor, Director, Playwright, Producer",19
401076,A H  Majilton,1920,1921,2,"Performer, Producer",1
407169,Johnson Weir,1920,1923,4,Actor,3
401072,Madge Herrick,1920,1921,2,"Actor, Actor and Singer",1
406757,Primrose Caryll,1920,1920,2,Actor,0
527032,Floris St George,1920,1920,1,Actor,0
400965,Jennie  Hartley,1920,1921,4,"Actor, Performer",1
406758,Frank Greene,1920,1920,2,Actor,0
406760,Polly Power,1920,1927,4,Actor,7
507864,Bobby Roberts,1920,1926,2,Actor,6
259459,Gracie Lavers,1920,1923,6,"Actor, Performer",3
259460,Chester Clute,1920,1921,2,Actor,1
406761,Phil Smith,1920,1935,18,"Actor, Actor and Singer, Performer",15
259461,Nellie Payne,1920,1925,11,"Actor, Actor and Singer, Performer",5
507866,Claude Turton,1920,1928,4,Actor,8
541084,Frank Perkins,1920,1920,1,Performer,0
453223,William Neilsen,1920,1920,1,Actor and Singer,0
507861,Charles Holt,1920,1920,1,Actor,0
539366,Ida Tupper,1920,1920,1,Actor,0
524980,Theodore Leonard,1920,1921,4,Actor and Singer,1
539365,Edna McCall,1920,1920,1,Actor,0
539363,Margot Lester,1920,1920,1,Actor,0
539361,David Dramin,1920,1920,1,Performer,0
539360,Muriel Hudson,1920,1920,1,Performer,0
538659,Carlton Stuart,1920,1925,2,Actor,5
229031,Gladys Moncrieff,1920,1959,42,"Actor, Actor and Singer, Performer",39
236698,Emma Temple,1920,1934,16,Actor,14
238608,John Forde,1920,1930,10,"Actor, Actor and Singer, Performer",10
236711,Gus Bluett,1920,1935,40,"Actor, Performer",15
237017,George Gee,1920,1938,18,"Actor, Comedian, Performer",18
461176,Mr H H Wallace,1920,1924,3,Actor,4
257015,Lottie Sargent,1920,1924,3,"Actor, Actor and Singer",4
461223,Kitty Howard,1920,1922,3,Actor,2
227114,Minnie Love,1920,1958,17,"Actor, Actor and Singer",38
451732,Reginald Long,1920,1925,5,Actor,5
538553,Dolly Massey,1920,1920,3,Actor and Singer,0
538552,Myrtle Reed,1920,1920,3,Actor and Singer,0
227154,Rene Maxwell,1920,1932,4,"Actor, Performer",12
452456,Arthur Stigant,1920,1934,28,"Actor, Actor and Singer, Lyricist, Performer",14
525402,Miss Beatrice Hamilton,1920,1920,1,Actor,0
259810,Eardley Turner,1920,1928,8,Actor,8
539535,Louise Larrson,1920,1920,2,Actor and Singer,0
238622,Dan Agar,1920,1931,7,"Actor, Performer",11
520244,Mr Gregory Jonson,1920,1920,1,Actor,0
460833,Dorothy Hastings,1920,1920,1,Actor,0
529916,William Sinclair,1920,1920,2,Actor and Singer,0
236123,Marie Ney,1920,1941,6,Actor,21
527004,Bernice Vere,1920,1921,2,Actor,1
527002,Thomas Sinclair,1920,1920,1,Actor,0
520247,Mr William Bartle,1920,1920,1,Actor,0
407292,George Willoughby,1920,1942,21,"Actor, Actor and Singer, Producer",22
259521,Harry Wotton,1920,1932,16,"Actor, Actor and Singer",12
526985,Malcolm MacKellar,1920,1920,1,Actor,0
236008,Strella Wilson,1920,1944,20,"Actor, Actor and Singer, Performer",24
526984,Brownie Vernon,1920,1921,2,Actor,1
259611,James Hay,1920,1927,19,"Actor, Actor and Singer",7
407293,J Roy Workman,1920,1920,1,Actor,0
526948,Arthur Tauchert,1920,1924,4,Actor,4
460836,Winifred Roma,1920,1920,2,Actor,0
460837,Marriott Edgar,1920,1920,2,Actor,0
520249,Mr John  Francis,1920,1920,1,Actor,0
407391,Maurice Dudley,1920,1925,8,Actor,5
257017,Zoe Wenke,1920,1924,2,"Actor, Actor and Singer",4
238626,Maggie Moore,1920,1925,8,Actor,5
238625,John D O'Hara,1920,1924,10,Actor,4
526980,Wilfred Lucas,1920,1920,2,"Actor, Director",0
226746,Leslie Victor,1920,1948,63,"Actor, Performer",28
502723,Doris Gilham,1920,1928,11,Actor,8
259148,Cecile Bradley,1920,1922,10,"Actor, Actor and Singer",2
411003,Myrtle Power,1920,1920,1,Performer,0
238397,Sidney Sterling,1920,1929,3,Actor,9
410984,Harry Ratcliffe,1920,1933,11,"Actor, Actor and Singer",13
410990,Leah Pritchard,1920,1920,3,Actor and Singer,0
520236,Mr W V Connor,1920,1920,1,Actor,0
410996,Maie Baird,1920,1932,2,Performer,12
405901,George Conyngham,1920,1929,7,"Actor, Actor and Singer, Performer, Stage Manager",9
411000,Fred England,1920,1922,8,"Actor, Actor and Singer",2
401277,E Pirie Bush,1920,1931,22,Actor,11
238639,Gertrude Boswell,1920,1925,4,Actor,5
238387,Lorna Helms,1920,1928,8,Actor,8
259317,Victor Gouriet,1920,1935,9,"Actor, Actor and Singer",15
259316,Florence Young,1920,1922,4,"Actor, Actor and Singer",2
488728,Charles Villiers,1920,1924,5,"Actor, Assistant Director",4
238640,Leslie Holland,1920,1934,24,"Actor, Actor and Singer, Performer",14
259174,Frederick Moyes,1920,1920,1,Actor,0
226115,Mary Marlowe,1920,1923,3,Actor,3
259156,Frank Harcourt,1920,1921,4,"Actor, Performer",1
257100,Herbert C Walton,1920,1926,9,"Actor, Performer",6
411030,Dorothy Purdell,1920,1921,4,"Actor, Actor and Singer",1
259147,Ethel Morrison,1920,1936,20,"Actor, Actor and Singer, Performer",16
440341,Gladys Thomas,1920,1920,2,Actor and Singer,0
520223,Mr Thomas Greening,1920,1920,1,Actor,0
259146,Marie Eaton,1920,1930,10,Actor,10
235609,Dorothy Brunton,1920,1933,18,"Actor, Actor and Singer",13
411002,Jennie Opie,1920,1920,1,Actor and Singer,0
232713,Hazel Meldrum,1920,1925,5,"Actor, Actor and Singer",5
232966,Katie Towers,1920,1944,37,"Actor, Actor and Singer",24
257102,Alice Walton,1920,1923,7,"Actor, Actor and Singer",3
238419,Marion Marcus Clarke,1920,1930,5,Actor,10
520220,Mr Harold George,1920,1920,1,Actor,0
401245,Dorothy South ,1920,1920,2,Actor,0
541086,Wil Crawford,1920,1920,1,Performer,0
520219,Mr J F Mant,1920,1920,1,Actor,0
541542,Grayce Connell,1920,1920,1,Actor and Singer,0
415007,Cora Warner,1920,1929,6,Actor,9
238366,Lee White,1920,1926,6,"Actor, Performer, Producer",6
415006,Jack Soutar,1920,1923,4,Actor,3
415005,Rose Rooney,1920,1929,5,Actor,9
541541,C Higgs,1920,1920,1,Actor and Singer,0
401244,Thomas Pauncefort,1920,1920,2,Actor,0
415275,Amy Castles,1920,1920,1,Actor and Singer,0
541100,G P Hanna,1920,1920,1,Comedian,0
401243,Robert Jewett,1920,1929,3,Actor,9
520217,Mr Rupert Markham ,1920,1923,4,Actor,3
488352,Jean Keith,1920,1935,2,Performer,15
411031,Rita Nugent,1921,1923,2,Actor,2
228045,Albert Collins,1921,1934,7,Actor,13
238604,Eileen Sparkes,1921,1929,7,Actor,8
226101,Fred McDonald,1921,1946,6,Actor,25
225910,Bert Bailey,1921,1926,5,"Actor, Director, Entrepreneur, Producer",5
226104,Edmund Duggan,1921,1930,10,Actor,9
226102,Arthur Bertram,1921,1923,2,Actor,2
227150,Charles Zoli,1921,1949,32,"Actor, Actor and Singer, Comedian, Performer",28
226107,George Kensington,1921,1935,11,Actor,14
535149,Harry Paulton (Junior),1921,1921,1,Actor,0
226103,Guy Hastings,1921,1939,12,Actor,18
253625,Sara Allgood,1921,1921,1,Actor,0
405858,Maurice Jaffey,1921,1933,4,"Actor and Singer, Performer",12
226114,Lilias Adeson,1921,1923,2,Actor,2
442390,Jessica Dale,1921,1921,7,Actor,0
238771,Harry Burcher,1921,1921,2,"Actor, Producer",0
226109,Jack Lennon,1921,1925,10,Actor,4
442650,Tom Inglis Moore,1921,1921,1,Actor,0
411035,Ella Nugent,1921,1923,3,Actor,2
226110,Alfred Harford,1921,1923,2,Actor,2
529360,Rodway Gainsford,1921,1929,5,Actor,8
253400,Hector St Clair,1921,1930,8,"Actor, Comedian, Performer",9
226111,Alfreda Bevan,1921,1926,6,Actor,5
505670,Ada Clyde,1921,1921,1,Actor,0
226108,George Treloar,1921,1923,2,Actor,2
227361,Dame Doris Fitton DBE,1921,1973,33,"Actor, Director, Producer",52
245888,David Loffman,1921,1921,1,Actor,0
411033,Harry Hotton,1921,1923,2,Actor,2
232963,Ida Gresham,1921,1926,2,Actor,5
407442,Fred Maguire,1921,1921,1,Actor,0
253384,Bryl Walkely,1921,1935,7,"Actor, Actor and Singer",14
226112,Laura Roberts,1921,1923,2,Actor,2
460839,Albert le Fre,1921,1921,1,Performer,0
460838,Beatrice Allen,1921,1921,1,Performer,0
233167,Gregory Stroud,1921,1945,41,"Actor, Actor and Singer, Performer",24
226113,Queenie Sefton,1921,1925,3,Actor,4
411032,W S Percy,1921,1923,4,Actor,2
538166,Lillian McKenney,1921,1921,1,Actor,0
545033,Rubi Trelease,1921,1921,3,Actor,0
251134,Phyllis Scully,1921,1935,8,Actor,14
226704,Harvey Adams,1921,1950,54,"Actor, Producer",29
252804,Joseph Coyne,1921,1921,5,"Actor, Comedian",0
257098,Tal Ordell,1921,1932,9,"Actor, Playwright, Producer",11
252809,Cecil Spong,1921,1921,2,Actor,0
530644,Lucie Carter,1921,1921,1,Actor,0
252810,Majorie Bennett,1921,1921,1,Actor,0
470908,Dorothy Dickson,1921,1921,2,Actor,0
238285,Grace Stafford,1921,1926,4,"Actor, Director",5
252812,Jules Jordan,1921,1921,2,Actor,0
511616,Sir Redmond Barry,1921,1921,1,Actor,0
537012,Mattie Browne,1921,1921,1,Actor,0
545215,William Haines,1921,1921,1,Actor and Singer,0
406754,Clyde Meynell,1921,1921,1,Actor and Singer,0
544833,Cameron Clemens,1921,1921,1,"Actor, Producer",0
253365,Lance Lister,1921,1922,7,"Actor, Actor and Singer",1
253363,Marjorie Bennett,1921,1922,4,Actor,1
544835,John Waller,1921,1921,1,Actor,0
544836,Rodney Gaynford,1921,1921,1,Actor,0
545153,Henry W Carlton,1921,1921,1,Actor,0
544840,Olga Lyons,1921,1921,1,Actor and Singer,0
545152,Joyce Hunt,1921,1921,1,Actor,0
226770,Claude Flemming,1921,1945,22,"Actor, Circus Style Performer, Director, Performer, Producer",24
238588,Wallis Clark,1921,1928,9,Actor,7
545127,Moya Chance,1921,1921,1,Performer,0
246875,Ruth Bedford,1921,1930,2,"Actor, Playwright",9
438643,Mr J Plumpton Wilson,1921,1921,7,Actor,0
411205,Lucy Greenhill,1921,1929,4,Actor,8
545249,Arthur Denton,1921,1921,1,Actor,0
231773,Ward Lyons,1921,1925,2,Actor,4
253381,Jack Cannot,1921,1929,6,"Actor, Performer",8
233375,Lorna Forbes,1921,1942,16,"Actor, Performer",21
412149,Mr J B Atholwood,1921,1929,8,Actor,8
403125,Helen Temple,1921,1921,1,Performer,0
404843,Frances Ross,1921,1921,2,Actor,0
228055,Erna Living,1921,1940,12,Actor,19
238380,Cecil Kellaway,1921,1937,46,"Actor, Performer",16
545544,Norma Carlton,1921,1921,1,Performer,0
530285,Doris Duane,1921,1921,3,Actor,0
477619,Cecil Kidson,1921,1921,1,Actor,0
477618,Gladys Canning,1921,1921,1,Actor,0
228080,Liz Pearse,1921,1921,1,Actor,0
410995,Jessie Caffyn,1921,1921,2,Actor and Singer,0
238393,Edwin Brett,1921,1933,13,"Actor, Performer",12
545510,Gela Hardie,1921,1921,1,Performer,0
245887,Muriel Cathcart,1921,1923,3,"Actor, Performer",2
248710,Molly Tyrell,1921,1932,14,"Actor, Actor and Singer",11
473388,Billy Williams,1921,1921,2,Actor,0
249809,William Kelly,1921,1921,1,Actor,0
457367,William Archer,1921,1921,1,Performer,0
438664,Mona Duval,1921,1921,7,Actor,0
545509,Joice Davies,1921,1921,1,Performer,0
545508,Irene Esler,1921,1921,1,Performer,0
230969,John Fernside,1921,1946,44,"Actor, Performer",25
538165,Margaret Maclyn,1921,1921,1,Actor,0
226106,Willie Driscoll,1921,1925,3,Actor,4
238777,Floie Allan,1921,1927,5,Actor,6
402031,Ada Lovegrove,1921,1922,2,Actor,1
527112,Ada St Claire,1921,1926,4,Actor,5
527114,Anne Parsons,1921,1923,2,Actor,2
527119,Nellie Regan,1921,1921,1,"Actor, Producer",0
402019,Frederick Mackay,1921,1928,5,"Actor, Stage Director",7
402016,Ethel Keys,1921,1921,1,"Actor, Choreographer",0
402011,Victor  Troughton,1921,1921,1,Actor,0
449291,Vera Remee,1921,1927,8,Actor,6
401963,Rita  Kirkpatrick,1921,1921,1,Actor,0
527109,Dick Varley,1921,1921,1,Actor,0
401961,Evelyn  Marsh,1921,1925,4,Actor,4
527136,Elsa Granger,1921,1922,2,Actor,1
401949,J McAneny,1921,1921,1,Actor,0
259353,Eileen Cottey,1921,1922,2,Actor,1
401946,George Payten,1921,1921,1,Actor,0
401944,Eleanor  Ross,1921,1925,5,Actor,4
401943,Farrington  Jay,1921,1921,1,Actor,0
401941,Winchester  Ford,1921,1932,6,Actor,11
401940,Gerald  Carr,1921,1926,5,Actor,5
401950,Kenneth Webb,1921,1925,5,Actor,4
449292,Oriel Hotson,1921,1921,1,Actor,0
527107,Ernest T Hearne,1921,1922,2,Actor,1
527106,Louis Fors,1921,1921,1,Actor,0
402040,Bertha Miller,1921,1921,1,Actor,0
402039,Louie Pounds,1921,1921,1,Actor,0
402038,Vincent  White,1921,1921,1,Actor,0
400320,Harry Roberts,1921,1921,1,Actor,0
527008,Charlotte Beaumont,1921,1924,2,Actor,3
527016,Robert MacKinnon,1921,1922,3,"Actor, Assistant Director",1
400659,Mattee Brown,1921,1926,5,Actor,5
491854,Arthur Martin,1921,1921,1,Performer,0
449290,Herbert Linden,1921,1921,1,Actor,0
400662,Gerald Harcourt,1921,1921,3,"Actor, Producer",0
400908,Doris  Kendal,1921,1923,3,Actor,2
254033,Vincent Scully,1921,1924,11,Actor,3
228849,May Hollinworth,1921,1950,6,Actor,29
401066,Charles White,1921,1921,1,Actor,0
402026,George Graystone,1921,1921,1,Actor,0
401071,Isobel Brosnan,1921,1921,1,Actor,0
225010,Lou Vernon,1921,1961,38,"Actor, Actor and Singer, Performer",40
527093,Vera James,1921,1921,1,Actor,0
400900,H R Roberts,1921,1922,3,Actor,1
402041,Mabel Abadee,1921,1921,1,Actor,0
449294,Olga Smith,1921,1921,1,Actor,0
449295,Daphne Bearn,1921,1921,1,Actor,0
527153,Winifred Law,1921,1921,1,Actor,0
401370,Olga  Lee,1921,1927,3,Actor,6
527152,Kathleen Ramster,1921,1921,1,Actor,0
527150,Phillip Raftus,1921,1921,1,Actor,0
527148,S P Woodford,1921,1921,1,Actor,0
499968,J P O'Neill,1921,1924,8,Actor,3
450011,Meadow Peel,1921,1921,1,Actor,0
259330,Vera Pearce,1921,1921,1,Actor,0
527154,Dorothy Shepherd,1921,1921,1,Actor,0
464772,Harry Halley,1921,1921,1,Actor,0
527145,Louis Witts,1921,1925,2,Actor,4
488600,Lottie Lyell,1921,1923,2,"Actor, Producer, Scenario",2
259161,Blanche Browne,1921,1921,2,Actor,0
401274,Frank Hawthorne,1921,1930,13,"Actor, Performer",9
527143,Lydia Rich,1921,1921,1,Actor,0
527141,William Shepherd,1921,1924,2,Actor,3
489580,Harry Avondale,1921,1921,1,Performer,0
527139,Maude de Grange,1921,1921,1,Actor,0
527147,Albert Germain,1921,1921,1,Actor,0
401248,Eily  Malyon,1921,1923,2,Actor,2
520229,Gerald H Robinson,1921,1921,1,Actor,0
527161,Marjorie Osborne,1921,1921,1,Actor,0
